what,kind,bundleId,bundleVersion,description,time
activated,perspective,org.eclipse.ui.ide.application,,"org.eclipse.ui.resourcePerspective",1393544070198
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1393544070198
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1393544070198
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1393544070198
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1393544070198
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1393544070198
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1393544070198
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1393544070198
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1393544070198
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1393544070198
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1393544070198
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1393544070198
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1393544070198
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1393544070214
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1393544070214
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1393544070214
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1393544070214
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1393544070214
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1393544070230
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1393544070230
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1393544070230
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1393544070230
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1393544070230
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1393544070230
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1393544070230
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1393544070230
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1393544070230
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1393544070230
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1393544070230
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1393544070230
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1393544070230
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1393544070230
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1393544070245
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1393544070245
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1393544070245
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1393544070245
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1393544070245
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1393544070245
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1393544070245
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1393544070245
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1393544070245
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1393544070245
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1393544070245
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1393544070245
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1393544070245
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1393544070245
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1393544070276
started,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1393544070276
started,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1393544070276
started,bundle,org.eclipse.mylyn.bugzilla.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.bugzilla.core",1393544070276
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.bugzilla.ui",1393544070276
started,bundle,org.eclipse.mylyn.commons.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.core",1393544070276
started,bundle,org.eclipse.mylyn.commons.net,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.net",1393544070276
started,bundle,org.eclipse.mylyn.commons.notifications.core,0.9.1.v20120425-0100,"org.eclipse.mylyn.commons.notifications.core",1393544070276
started,bundle,org.eclipse.mylyn.commons.notifications.feed,0.9.1.v20120425-0100,"org.eclipse.mylyn.commons.notifications.feed",1393544070276
started,bundle,org.eclipse.mylyn.commons.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.ui",1393544070276
started,bundle,org.eclipse.mylyn.commons.workbench,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.workbench",1393544070276
started,bundle,org.eclipse.mylyn.context.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.context.core",1393544070276
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.context.tasks.ui",1393544070276
started,bundle,org.eclipse.mylyn.monitor.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.monitor.ui",1393544070276
started,bundle,org.eclipse.mylyn.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.tasks.ui",1393544070292
started,bundle,org.eclipse.mylyn.team.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.team.ui",1393544070292
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1393544070308
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1393544070308
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1393544070308
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1393544070308
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1393544070323
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1393544070323
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1393544070323
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1393544070323
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1393544070323
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1393544070323
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1393544070323
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1393544070323
os,sysinfo,,,"win32",1393544070323
arch,sysinfo,,,"x86",1393544070323
ws,sysinfo,,,"win32",1393544070323
locale,sysinfo,,,"en_US",1393544070323
processors,sysinfo,,,"4",1393544070323
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1393544070323
java.runtime.version,sysinfo,,,"1.7.0_51-b13",1393544070323
java.specification.name,sysinfo,,,"Java Platform API Specification",1393544070323
java.specification.vendor,sysinfo,,,"Oracle Corporation",1393544070323
java.specification.version,sysinfo,,,"1.7",1393544070323
java.vendor,sysinfo,,,"Oracle Corporation",1393544070323
java.version,sysinfo,,,"1.7.0_51",1393544070323
java.vm.info,sysinfo,,,"mixed mode, sharing",1393544070323
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1393544070323
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1393544070323
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1393544070323
java.vm.specification.version,sysinfo,,,"1.7",1393544070323
java.vm.vendor,sysinfo,,,"Oracle Corporation",1393544070323
java.vm.version,sysinfo,,,"24.51-b03",1393544070323
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1393544070417
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1393544071903
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1393544071903
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1393544073151
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1393544073245
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1393544073260
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1393544073323
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1393544073635
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1393544073650
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1393544073697
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393544084399
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1393544088127
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1393544088143
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1393544091325
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1393544091372
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393544125290
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1393544142139
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1393544144089
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1393544144245
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393544144338
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393544144728
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1393544145196
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393544156397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393544205440
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393544207031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393544215580
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393544244752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393544298828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393544302114
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393544306200
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393544307780
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393544310100
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393544310869
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393544399168
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393544400623
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393544635824
started,bundle,org.eclipse.mylyn.java.tasks,3.7.1.v20120425-0100,"org.eclipse.mylyn.java.tasks",1393544639650
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393544641840
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393544641843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393545080665
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393545081477
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393547332251
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393547333151
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393547450056
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393547452060
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393547521316
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393547522782
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393547672116
